User_ID,Cust_name,Product_ID,Gender,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1,Age_Group
1003111,Dean,P00249542,F,25,1,Andhra Pradesh,Southern,Banking,Auto,4,23252,,,18-25
1000687,Neola,P00156442,M,35,0,Kerala,Southern,Aviation,Auto,1,23247,,,26-35
1003267,Trupti,P00144242,M,30,1,Uttar Pradesh,Central,Banking,Hand & Power Tools,2,23246,,,26-35
1001182,Zypern,P00122442,M,16,0,Andhra Pradesh,Southern,Food Processing,Auto,4,23239,,,0-17
1005383,Ellison,P0096942,F,40,0,Andhra Pradesh,Southern,Aviation,Auto,2,23201,,,36-45
1004303,Jane,P00201442,F,35,1,Andhra Pradesh,Southern,Aviation,Auto,2,23185,,,26-35
1005493,Stewart,P00036242,M,45,1,Andhra Pradesh,Southern,Agriculture,Hand & Power Tools,3,23160,,,36-45
1000728,Breyer,P00113942,F,28,0,Andhra Pradesh,Southern,Banking,Auto,1,23154,,,26-35
1002966,Jesslyn,P00121642,M,32,1,Delhi,Central,Construction,Auto,3,23103,,,26-35
1001726,Abhijit,P00105042,F,32,0,Andhra Pradesh,Southern,Retail,Auto,4,23066,,,26-35
1001404,Vineet,P00141842,F,53,0,Andhra Pradesh,Southern,IT Sector,Auto,2,23053,,,46-55
1005267,Elizabeth,P00115342,F,43,1,Andhra Pradesh,Southern,IT Sector,Auto,3,23047,,,36-45
1003745,Shivani,P00220042,M,29,0,Haryana,Northern,IT Sector,Stationery,2,21563,,,26-35
1001884,Eugene,P00339042,F,47,0,Delhi,Central,Textile,Stationery,1,21547,,,46-55
1001804,Ishit,P00000642,F,35,0,Delhi,Central,Lawyer,Stationery,1,21533,,,26-35
1005359,Schwarz,P00302742,F,22,1,Delhi,Central,Media,Stationery,1,21503,,,18-25
1000151,Sujay,P00150342,M,34,1,Karnataka,Southern,IT Sector,Stationery,2,21495,,,26-35
1001389,Smriti,P00261542,F,33,1,Delhi,Central,Agriculture,Stationery,3,21463,,,26-35
1002665,Champaklata,P00261842,F,36,0,Delhi,Central,IT Sector,Stationery,4,21427,,,36-45
1002496,Patil,P00114042,F,52,0,Delhi,Central,IT Sector,Stationery,4,21423,,,46-55
1001442,Atharv,P00145042,M,18,1,Delhi,Central,Construction,Stationery,2,21401,,,18-25
1000379,Thais,P00121642,M,39,0,Maharashtra,Western,Healthcare,Stationery,3,21397,,,36-45
1003916,Surabhi,P00003242,M,34,1,Delhi,Central,Agriculture,Stationery,4,21388,,,26-35
1001687,Bruce,P00265242,F,33,0,Maharashtra,Western,Govt,Stationery,4,21325,,,26-35
1000423,Saurabh,P00046742,M,21,0,Delhi,Central,Automobile,Stationery,2,21320,,,18-25
1002395,Vaibhavi,P00220342,F,38,1,Delhi,Central,Aviation,Stationery,2,21317,,,36-45
1004728,Larry,P00037042,F,28,0,Delhi,Central,IT Sector,Stationery,4,21293,,,26-35
1005054,Parhena,P0096542,F,37,0,Delhi,Central,Hospitality,Stationery,1,21266,,,36-45
1004489,Pete,P00216742,M,20,0,Delhi,Central,Construction,Stationery,1,21259,,,18-25
1001865,Cyra,P00213742,M,23,1,Kerala,Southern,Media,Stationery,2,21246,,,18-25
1003022,Rozendal,P00130742,F,34,0,Delhi,Central,Banking,Stationery,4,21218,,,26-35
1001657,Jack,P00248442,M,49,0,Andhra Pradesh,Southern,Govt,Stationery,2,21178,,,46-55
1003751,Victor,P00129542,M,38,1,Karnataka,Southern,Media,Stationery,1,21178,,,36-45
1000179,Debra,P00261642,F,30,0,Delhi,Central,Aviation,Stationery,4,21152,,,26-35
1000438,Bhosale,P00182542,F,25,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,21079,,,18-25
1003618,Keshav,P00248942,M,19,1,Maharashtra,Western,Media,Tupperware,1,21058,,,18-25
1003415,Arsheen,P00152742,M,42,0,Delhi,Central,Hospitality,Stationery,1,21039,,,36-45
1002485,Kaydos,P00302342,F,38,1,Gujarat,Western,Media,Tupperware,3,21013,,,36-45
1001495,Fjeld,P00064042,F,21,1,Delhi,Central,IT Sector,Stationery,4,21009,,,18-25
1004607,Turumella,P00173342,M,35,0,Delhi,Central,Govt,Stationery,4,20981,,,26-35
1005316,Vernon,P00278642,F,24,1,Kerala,Southern,Govt,Tupperware,4,20967,,,18-25
1000461,Connell,P00142942,M,52,1,Himachal Pradesh,Northern,Healthcare,Stationery,2,20965,,,46-55
1000154,Shami,P00306042,F,53,1,Karnataka,Southern,Textile,Footwear & Shoes,4,20965,,,46-55
1000749,Flanagan,P00114342,F,37,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,2,20963,,,36-45
1006040,Pond,P00271242,F,28,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20960,,,26-35
1001284,O'Brian,P00157142,M,50,0,Karnataka,Southern,Banking,Footwear & Shoes,3,20960,,,46-55
1004269,Namrata,P00345242,F,40,0,Delhi,Central,Lawyer,Footwear & Shoes,1,20959,,,36-45
1001496,Haushalter,P00067942,F,35,1,Madhya Pradesh,Central,Chemical,Footwear & Shoes,1,20955,,,26-35
1003007,Maurice,P00191942,F,45,0,Delhi,Central,Banking,Stationery,4,20951,,,36-45
1004715,Snel,P00217442,F,35,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20950,,,26-35
1000306,Patrick,P00303242,F,18,0,Maharashtra,Western,Aviation,Tupperware,3,20949,,,18-25
1000855,Sung,P00240042,M,22,0,Delhi,Central,Automobile,Footwear & Shoes,3,20948,,,18-25
1001183,Mahima,P00084842,F,43,1,Delhi,Central,Aviation,Footwear & Shoes,4,20945,,,36-45
1005954,Charlotte,P00156242,F,48,1,Karnataka,Southern,Automobile,Footwear & Shoes,2,20944,,,46-55
1005627,Anubhaw,P00123142,M,28,0,Delhi,Central,IT Sector,Stationery,1,20943,,,26-35
1002165,Black,P00260442,F,31,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20938,,,26-35
1004416,Airdo,P00213742,F,23,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,2,20933,,,18-25
1000850,Bhawna,P00319942,F,44,0,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,20932,,,36-45
1002888,Corey-Lock,P00255842,F,34,0,Andhra Pradesh,Southern,Automobile,Tupperware,2,20930,,,26-35
1001891,Akin,P00192542,F,46,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,1,20929,,,46-55
1001019,Neil,P00259142,F,43,1,Delhi,Central,Govt,Footwear & Shoes,2,20928,,,36-45
1002306,Lisha,P00084242,M,21,1,Jharkhand,Eastern,Textile,Footwear & Shoes,3,20925,,,18-25
1001179,Amlan,P00208742,M,54,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20920,,,46-55
1004957,Inderpreet,P00163442,F,34,1,Delhi,Central,Healthcare,Footwear & Shoes,1,20914,,,26-35
1004079,Fisher,P00284742,F,44,1,Uttar Pradesh,Central,Agriculture,Footwear & Shoes,2,20914,,,36-45
1002124,Linda,P00369042,F,29,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20912,,,26-35
1004335,Aryan,P00075542,F,38,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20912,,,36-45
1000280,Kajal,P00216042,F,55,0,Delhi,Central,Hospitality,Footwear & Shoes,2,20908,,,46-55
1003311,Neola,P00142742,F,26,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20908,,,26-35
1004161,Murray,P00345642,F,46,0,Karnataka,Southern,Retail,Footwear & Shoes,4,20906,,,46-55
1004285,Bhishm,P00315842,M,38,0,Uttar Pradesh,Central,Food Processing,Footwear & Shoes,3,20900,,,36-45
1000445,Sukruta,P00114042,F,47,0,Delhi,Central,Retail,Footwear & Shoes,1,20896,,,46-55
1003265,Arti,P00184942,F,35,0,Uttar Pradesh,Central,Food Processing,Stationery,1,20883,,,26-35
1003396,Akshay,P00178242,F,31,1,Delhi,Central,Textile,Footwear & Shoes,4,20875,,,26-35
1002380,Swati,P00124642,F,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20874,,,26-35
1002059,Mathew,P00114142,F,41,0,Karnataka,Southern,IT Sector,Footwear & Shoes,1,20874,,,36-45
1001335,Kushal,P00108942,F,42,0,Delhi,Central,IT Sector,Footwear & Shoes,1,20873,,,36-45
1004838,Luxemburg,P00062842,F,49,0,Delhi,Central,Lawyer,Footwear & Shoes,3,20870,,,46-55
1001015,Bharat,P00289942,F,44,0,Delhi,Central,Chemical,Stationery,2,20867,,,36-45
1000549,Sharda,P00113542,F,31,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20865,,,26-35
1001954,Steele,P00294542,M,31,1,Jharkhand,Eastern,IT Sector,Footwear & Shoes,3,20863,,,26-35
1001912,Hazel,P00087442,F,27,0,Bihar,Eastern,Automobile,Tupperware,3,20860,,,26-35
1003918,Shariari,P00334242,F,32,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20855,,,26-35
1001896,Brittain,P00117142,M,66,0,Uttar Pradesh,Central,Govt,Footwear & Shoes,2,20853,,,55+
1002445,Shiva,P00184042,F,28,0,Delhi,Central,Aviation,Stationery,4,20852,,,26-35
1002279,Noah,P00368342,F,52,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20850,,,46-55
1002898,Kotsonis,P00309242,F,19,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4,20847,,,18-25
1004277,Sanjay,P00315442,F,45,1,Delhi,Central,Construction,Footwear & Shoes,2,20840,,,36-45
1003576,Alejandro,P00101342,M,53,1,Maharashtra,Western,Aviation,Footwear & Shoes,4,20837,,,46-55
1003724,Devendra,P00232442,F,36,0,Delhi,Central,Aviation,Footwear & Shoes,2,20833,,,36-45
1003384,Sujay,P00033742,F,41,1,Delhi,Central,Banking,Footwear & Shoes,4,20819,,,36-45
1003051,Moren,P00288342,F,22,0,Uttar Pradesh,Central,Govt,Tupperware,1,20816,,,18-25
1003311,Neola,P00228142,F,30,1,Karnataka,Southern,Hospitality,Footwear & Shoes,3,20815,,,26-35
1004782,Philippe,P00114942,M,46,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20815,,,46-55
1003998,Patterson,P00232242,F,47,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20812,,,46-55
1000284,George,P00034742,F,29,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,20807,,,26-35
1000509,Rohan,P00278042,F,28,0,Delhi,Central,Banking,Footwear & Shoes,2,20805,,,26-35
1000838,Divyeshkumar,P00363542,M,53,1,Gujarat,Western,Hospitality,Footwear & Shoes,4,20796,,,46-55
1000838,Divyeshkumar,P00363542,M,53,1,Rajasthan,Northern,Hospitality,Footwear & Shoes,2,20796,,,46-55
1002060,Lynn,P00351042,M,15,0,Bihar,Eastern,Healthcare,Footwear & Shoes,4,20788,,,0-17
1000850,Bhawna,P00324342,M,40,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20783,,,36-45
1005522,Mitch,P00179742,F,35,1,Delhi,Central,Automobile,Footwear & Shoes,1,20770,,,26-35
1005153,Ivan,P00190242,F,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20767,,,26-35
1002122,Avila,P00161442,F,40,0,Karnataka,Southern,Aviation,Footwear & Shoes,1,20767,,,36-45
1000984,Ben,P00248142,F,52,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,20757,,,46-55
1005220,Amlan,P00209842,F,27,1,Delhi,Central,Aviation,Footwear & Shoes,2,20752,,,26-35
1001202,Diwakar,P00205442,F,45,0,Delhi,Central,IT Sector,Footwear & Shoes,2,20752,,,36-45
1006014,Sharelle,P00183142,F,48,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20751,,,46-55
1005111,Amisha,P00177842,F,38,0,Uttar Pradesh,Central,Media,Footwear & Shoes,4,20751,,,36-45
1004227,William,P00059242,F,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20745,,,26-35
1001331,Foulston,P00248942,F,47,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,4,20745,,,46-55
1004937,Ferrer,P00112842,F,40,1,Uttar Pradesh,Central,Media,Footwear & Shoes,2,20744,,,36-45
1005600,Muskan,P00085242,M,47,0,Haryana,Northern,Automobile,Tupperware,1,20739,,,46-55
1000791,Stuart,P00127842,M,44,1,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20739,,,36-45
1003888,Beth,P00242742,F,46,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20729,,,46-55
1006016,Sauptik,P00183742,F,50,0,Delhi,Central,Aviation,Footwear & Shoes,4,20714,,,46-55
1000604,Pistek,P00304642,F,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20712,,,46-55
1000173,Muhammed,P00057642,F,29,1,Uttar Pradesh,Central,Banking,Tupperware,1,20707,,,26-35
1004284,Piyam,P00032042,F,53,0,Karnataka,Southern,Healthcare,Footwear & Shoes,1,20705,,,46-55
1002994,Hemant,P00000142,F,42,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2,20691,,,36-45
1004016,Dowd,P00123842,M,51,1,Uttar Pradesh,Central,Aviation,Furniture,3,20689,,,46-55
1005788,Bixby,P00130642,F,26,1,Karnataka,Southern,Banking,Footwear & Shoes,2,20688,,,26-35
1001184,Brandow,P00146342,M,30,0,Maharashtra,Western,Media,Footwear & Shoes,4,20678,,,26-35
1000053,Howell,P00120442,F,33,1,Karnataka,Southern,Aviation,Footwear & Shoes,4,20677,,,26-35
1002511,Ananya,P00148642,M,34,0,Kerala,Southern,Chemical,Furniture,1,20677,,,26-35
1004377,Sibella,P00298942,M,26,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20676,,,26-35
1005481,Wale,P00277642,F,46,0,Maharashtra,Western,Govt,Furniture,1,20673,,,46-55
1003940,Kritika,P00159442,F,36,1,Karnataka,Southern,Automobile,Footwear & Shoes,1,20669,,,36-45
1000687,Neola,P00344542,M,26,0,Delhi,Central,Chemical,Tupperware,4,20668,,,26-35
1000889,Parth,P00021842,F,50,1,Delhi,Central,Lawyer,Footwear & Shoes,1,20668,,,46-55
1000167,Brooke,P00322142,M,32,0,Maharashtra,Western,Food Processing,Furniture,2,20666,,,26-35
1004972,Barcio,P00249542,F,38,0,Karnataka,Southern,Banking,Footwear & Shoes,3,20665,,,36-45
1003094,Pelletier,P00223642,F,41,1,Karnataka,Southern,Retail,Footwear & Shoes,1,20664,,,36-45
1000157,Michelle,P00117842,F,43,0,Karnataka,Southern,Automobile,Footwear & Shoes,3,20661,,,36-45
1001015,Bharat,P00109842,M,40,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20660,,,36-45
1003468,Divyansh,P00059442,F,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20659,,,26-35
1002251,Raglin,P00337442,F,36,1,Delhi,Central,Media,Footwear & Shoes,1,20659,,,36-45
1005014,Kajal,P00122442,F,50,0,Karnataka,Southern,IT Sector,Tupperware,1,20659,,,46-55
1003085,Natalie,P00267542,F,32,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20657,,,26-35
1004112,Mrunal,P00190242,F,47,1,Delhi,Central,Hospitality,Footwear & Shoes,3,20654,,,46-55
1002592,Nikita,P00356842,F,51,0,Maharashtra,Western,Media,Tupperware,2,20644,,,46-55
1001298,Siddharth,P00349142,F,36,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,1,20642,,,36-45
1002537,Cindy,P00359242,M,42,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4,20641,,,36-45
1000971,Savi,P00016542,F,32,1,Uttar Pradesh,Central,Retail,Footwear & Shoes,1,20628,,,26-35
1001103,Yaanvi,P00334242,M,48,0,Delhi,Central,IT Sector,Tupperware,1,20627,,,46-55
1003081,Kalyani,P00218642,F,32,0,Uttarakhand,Central,Food Processing,Furniture,1,20623,,,26-35
1002164,McCrossin,P00110942,M,41,0,Himachal Pradesh,Northern,Banking,Furniture,4,20622,,,36-45
1003635,Calhoun,P00273042,F,54,0,Delhi,Central,Retail,Footwear & Shoes,4,20620,,,46-55
1001030,Selesnick,P00162442,F,33,0,Karnataka,Southern,Chemical,Footwear & Shoes,4,20619,,,26-35
1001029,Parakh,P00317842,F,30,0,Karnataka,Southern,Lawyer,Footwear & Shoes,3,20615,,,26-35
1003311,Neola,P00180442,F,29,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20608,,,26-35
1003416,Vaibhavi,P00100642,F,27,1,Uttarakhand,Central,Media,Furniture,4,20608,,,26-35
1004573,Cari,P00071442,M,51,1,Haryana,Northern,Aviation,Furniture,4,20607,,,46-55
1004179,Sink,P00100842,M,43,1,Karnataka,Southern,Textile,Furniture,1,20607,,,36-45
1005661,Geld,P00148042,M,31,0,Maharashtra,Western,Healthcare,Tupperware,1,20606,,,26-35
1001736,Martinez,P00227942,M,72,1,Uttar Pradesh,Central,Textile,Footwear & Shoes,2,20603,,,55+
1003401,Ameesha,P00120342,F,39,0,Maharashtra,Western,IT Sector,Footwear & Shoes,2,20602,,,36-45
1001835,Jamie,P00180642,F,31,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20600,,,26-35
1002899,McCarthy,P00193642,M,42,1,Karnataka,Southern,Automobile,Footwear & Shoes,1,20600,,,36-45
1002860,Chad,P00033942,F,40,0,Delhi,Central,IT Sector,Footwear & Shoes,1,20598,,,36-45
1004362,Prichep,P00015742,F,26,1,Karnataka,Southern,Chemical,Footwear & Shoes,3,20598,,,26-35
1001147,Lanier,P00296642,F,27,0,Kerala,Southern,IT Sector,Tupperware,3,20598,,,26-35
1004953,Sukrith,P00015542,F,39,0,Kerala,Southern,Healthcare,Furniture,3,20595,,,36-45
1005884,Elliston,P00112542,F,25,1,Kerala,Southern,Banking,Furniture,2,20594,,,18-25
1002765,Bergman,P00127942,F,55,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20589,,,46-55
1005140,Arthur,P00157642,F,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1,20588,,,26-35
1004161,Murray,P00265242,F,50,1,Uttar Pradesh,Central,Banking,Furniture,1,20588,,,46-55
1003697,Toch,P00250342,F,30,0,Delhi,Central,Banking,Footwear & Shoes,4,20586,,,26-35
1002041,Dahlen,P00115142,M,31,1,Madhya Pradesh,Central,Banking,Furniture,3,20586,,,26-35
1003726,Randy,P00274042,F,34,1,Karnataka,Southern,Lawyer,Footwear & Shoes,2,20581,,,26-35
1001803,Pradeep,P00249642,F,33,1,Maharashtra,Western,Chemical,Footwear & Shoes,2,20579,,,26-35
1005814,Aayushi,P00113442,M,30,1,Karnataka,Southern,IT Sector,Furniture,4,20573,,,26-35
1004901,Aparajita,P00120242,F,29,0,Delhi,Central,Banking,Footwear & Shoes,4,20572,,,26-35
1003958,Arsheen,P0096942,F,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3,20570,,,46-55
1003563,Becky,P00249842,F,34,0,Kerala,Southern,Healthcare,Furniture,4,20570,,,26-35
1002793,Aniket,P00207742,F,42,1,Maharashtra,Western,Govt,Tupperware,3,20569,,,36-45
1003283,Gute,P00233542,M,38,1,Delhi,Central,Textile,Footwear & Shoes,3,20566,,,36-45
1001941,Gopal,P00184942,M,26,1,Delhi,Central,Chemical,Footwear & Shoes,4,20559,,,26-35
1004279,Soumya,P00032142,F,28,1,Uttar Pradesh,Central,Banking,Furniture,1,20558,,,26-35
1001181,Cathy,P00278642,F,40,1,Delhi,Central,Media,Footwear & Shoes,1,20553,,,36-45
1003211,Jason,P00211242,M,54,0,Gujarat,Western,Construction,Furniture,4,20550,,,46-55
1000216,Gjertsen,P00323042,F,47,1,Delhi,Central,Aviation,Footwear & Shoes,2,20549,,,46-55
1003618,Keshav,P00233442,M,19,0,Bihar,Eastern,Aviation,Footwear & Shoes,2,20548,,,18-25
1004354,Zydlo,P00153142,F,41,0,Delhi,Central,Govt,Footwear & Shoes,3,20547,,,36-45
1000793,Staavos,P00068042,M,41,0,Karnataka,Southern,Healthcare,Furniture,1,20546,,,36-45
1003690,Fein,P0099242,F,24,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4,20544,,,18-25
1004122,Aastha,P00118142,F,23,0,Kerala,Southern,Hospitality,Furniture,1,20543,,,18-25
1003503,Lloyd,P00344842,F,25,0,Madhya Pradesh,Central,Govt,Furniture,3,20540,,,18-25
1002852,Harshita,P00123142,F,29,0,Delhi,Central,Media,Footwear & Shoes,2,20537,,,26-35
1001004,Kirkland,P00036342,M,34,0,Delhi,Central,Retail,Footwear & Shoes,1,20536,,,26-35
1000390,Trafton,P00319042,M,29,0,Haryana,Northern,Automobile,Footwear & Shoes,4,20536,,,26-35
1003099,Shahid,P00127542,F,26,0,Karnataka,Southern,Aviation,Footwear & Shoes,2,20536,,,26-35
1002201,Dodson,P00127642,F,83,1,Madhya Pradesh,Central,Govt,Furniture,1,20533,,,55+
1002271,Redmond,P00193542,F,55,0,Gujarat,Western,Aviation,Tupperware,1,20529,,,46-55
1004327,Payne,P00153842,F,37,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20525,,,36-45
1001835,Jamie,P00304942,F,34,1,Delhi,Central,Chemical,Footwear & Shoes,4,20516,,,26-35
1003475,Cousins,P00227942,M,29,1,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,4,20515,,,26-35
1001613,Eva,P00173342,F,23,1,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1,20512,,,18-25
1005680,Mary,P00277642,F,51,1,Delhi,Central,Food Processing,Footwear & Shoes,1,20511,,,46-55
1004979,Kennedy,P00346042,F,39,1,Karnataka,Southern,Media,Footwear & Shoes,1,20509,,,36-45
1004819,Swetha,P00269642,F,41,1,Delhi,Central,Automobile,Footwear & Shoes,1,20508,,,36-45
1003580,Maxwell,P00018042,M,20,1,Telangana,Southern,Healthcare,Footwear & Shoes,1,20508,,,18-25
1001861,Eno,P00295842,F,52,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,2,20508,,,46-55
1001618,Eugene,P00109742,M,53,0,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4,20505,,,46-55
1002330,Sumeet,P00129842,F,48,0,Delhi,Central,Aviation,Footwear & Shoes,4,20503,,,46-55
1004013,Michelle,P00182242,F,31,1,Karnataka,Southern,Chemical,Footwear & Shoes,2,20502,,,26-35
1005178,Edelman,P00346142,F,55,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3,20502,,,46-55
1001162,Rose,P00057742,M,40,1,Karnataka,Southern,Banking,Footwear & Shoes,4,20501,,,36-45
1004680,Ballard,P00215542,F,45,0,Delhi,Central,Textile,Footwear & Shoes,1,20500,,,36-45
1005108,Erica,P00158742,M,26,0,Himachal Pradesh,Northern,Aviation,Furniture,4,20495,,,26-35
1005446,Sheetal,P00059442,M,52,0,Karnataka,Southern,Chemical,Furniture,1,20494,,,46-55
1002181,Sweta,P00363342,F,27,1,Karnataka,Southern,Banking,Footwear & Shoes,1,20493,,,26-35
1004485,Jim,P00339842,F,35,0,Kerala,Southern,Media,Furniture,2,20492,,,26-35
1006040,Pond,P00111142,F,27,0,Karnataka,Southern,Food Processing,Footwear & Shoes,2,20488,,,26-35
1003272,Pinky,P00324642,M,42,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20486,,,36-45
1001757,Eleni,P0095542,F,28,1,Karnataka,Southern,Textile,Footwear & Shoes,1,20486,,,26-35
1001969,Klamczynski,P00160042,M,28,0,Delhi,Central,Chemical,Footwear & Shoes,1,20484,,,26-35
1003694,Bellavance,P00115942,F,35,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,4,20483,,,26-35
1004436,Talbott,P0096542,F,28,0,Kerala,Southern,Retail,Tupperware,2,20477,,,26-35
1001260,Dheeraj,P00274042,F,35,1,Madhya Pradesh,Central,Aviation,Footwear & Shoes,3,20477,,,26-35
1004064,Skach,P0097142,F,48,0,Delhi,Central,Banking,Footwear & Shoes,2,20476,,,46-55
